196,17.0,4,118.91,"LINESTRING(104.067998 30.673708,104.068155 30.673635)"
197,71.07,4,118.55,"LINESTRING(104.068155 30.673635,104.068807 30.673329)"
198,114.94,4,116.68,"LINESTRING(104.068807 30.673329,104.069881 30.672866)"
199,113.07,4,119.52,"LINESTRING(104.069881 30.672866,104.070911 30.672366)"
200,64.37,4,119.52,"LINESTRING(104.070911 30.672366,104.071496 30.672080)"
201,416.97,4,28.09,"LINESTRING(104.097106 30.657993,104.098104 30.659658,104.099159 30.661301)"
202,400.96,4,207.99,"LINESTRING(104.099064 30.661342,104.097923 30.659512,104.097099 30.658157)"
203,25.11,4,20.39,"LINESTRING(104.100998 30.716982,104.101088 30.717194)"
204,38.32,4,208.26,"LINESTRING(104.097099 30.658157,104.096912 30.657852)"
205,96.59,4,207.96,"LINESTRING(104.096912 30.657852,104.096436 30.657086)"
206,70.51,4,207.85,"LINESTRING(104.096436 30.657086,104.096089 30.656526)"
207,42.28,3,38.63,"LINESTRING(104.097003 30.657799,104.097166 30.657926,104.097273 30.658094)"
208,192.69,3,28.26,"LINESTRING(104.097273 30.658094,104.098226 30.659620)"
209,20.41,3,27.48,"LINESTRING(104.098226 30.659620,104.098324 30.659784)"
210,227.76,3,26.15,"LINESTRING(104.098324 30.659784,104.098479 30.660054,104.099257 30.661290,104.099373 30.661616)"
211,40.61,4,30.28,"LINESTRING(104.099159 30.661301,104.099373 30.661616)"
212,31.29,4,30.8,"LINESTRING(104.099373 30.661616,104.099541 30.661857)"
213,80.59,4,25.44,"LINESTRING(104.099541 30.661857,104.099686 30.662036,104.099803 30.662247,104.099885 30.662442,104.099896 30.662507)"
214,111.95,4,199.82,"LINESTRING(104.100998 30.716982,104.100600 30.716035)"
215,200.08,4,2.72,"LINESTRING(104.099896 30.662507,104.099912 30.662602,104.099935 30.662805,104.099956 30.663437,104.100001 30.664303)"
216,41.64,3,220.32,"LINESTRING(104.099312 30.661702,104.099033 30.661415)"
217,192.66,3,209.3,"LINESTRING(104.099033 30.661415,104.098991 30.661373,104.098705 30.660948,104.098228 30.660178,104.098047 30.659906)"
218,20.99,3,209.26,"LINESTRING(104.098047 30.659906,104.097935 30.659743)"
219,164.1,3,207.84,"LINESTRING(104.097935 30.659743,104.097136 30.658438)"
220,69.97,3,198.59,"LINESTRING(104.097136 30.658438,104.096917 30.658052,104.096912 30.657852)"
221,137.75,4,180.91,"LINESTRING(104.099853 30.664319,104.099827 30.663080)"
222,140.02,4,195.68,"LINESTRING(104.099827 30.663080,104.099800 30.662635,104.099716 30.662332,104.099588 30.662124,104.099441 30.661889)"
223,24.14,4,210.83,"LINESTRING(104.099441 30.661889,104.099312 30.661702)"
224,46.6,4,210.36,"LINESTRING(104.099312 30.661702,104.099064 30.661342)"
225,127.18,4,199.61,"LINESTRING(104.063095 30.665017,104.062863 30.664268,104.062650 30.663949)"
226,111.95,4,19.83,"LINESTRING(104.100600 30.716035,104.100998 30.716982)"
227,29.49,4,211.27,"LINESTRING(104.096089 30.656526,104.095929 30.656299)"
228,6.43,4,212.51,"LINESTRING(104.095929 30.656299,104.095897 30.656249)"
229,65.27,4,208.07,"LINESTRING(104.095897 30.656249,104.095574 30.655732)"
230,79.61,4,207.93,"LINESTRING(104.095574 30.655732,104.095182 30.655100)"
231,83.46,4,208.75,"LINESTRING(104.095182 30.655100,104.094764 30.654441)"
232,195.32,4,26.89,"LINESTRING(104.096080 30.656232,104.096199 30.656440,104.097003 30.657799)"
233,23.71,4,25.28,"LINESTRING(104.097003 30.657799,104.097106 30.657993)"
234,91.39,4,119.25,"LINESTRING(104.099892 30.658867,104.100725 30.658466)"
235,198.4,4,118.95,"LINESTRING(104.100725 30.658466,104.102541 30.657603)"
236,244.4,5,199.17,"LINESTRING(104.104270 30.725018,104.103431 30.722942)"
